row_id,order_id ,created_at,item_id ,quantity ,cust_id ,delivery ,add_id 
41,ORD_00014,19:57:59,3,5,220,1,220
42,ORD_00014,19:57:59,3,1,220,1,220
43,ORD_00014,19:57:59,6,1,220,1,220
44,ORD_00015,13:28:00,17,10,147,1,147
45,ORD_00015,13:28:00,14,8,147,1,147
46,ORD_00016,11:29:45,12,3,295,0,295
47,ORD_00016,11:29:45,1,4,295,0,295
48,ORD_00016,11:29:45,16,3,295,0,295
49,ORD_00017,13:11:53,3,7,202,1,202
50,ORD_00018,22:37:05,28,5,193,1,193
51,ORD_00018,22:37:05,36,3,193,1,193
52,ORD_00019,22:41:24,23,3,30,0,30
53,ORD_00019,22:41:24,33,5,30,0,30
54,ORD_00019,22:41:24,10,10,30,0,30
55,ORD_00019,22:41:24,23,8,30,0,30
56,ORD_00019,22:41:24,9,10,30,0,30
57,ORD_00019,22:41:24,16,9,30,0,30
58,ORD_00020,20:54:31,29,1,50,0,50
59,ORD_00023,21:17:49,18,3,23,0,23
60,ORD_00023,21:17:49,30,10,23,0,23
61,ORD_00023,21:17:49,37,7,23,0,23
62,ORD_00023,21:17:49,30,3,23,0,23
63,ORD_00024,22:50:26,2,2,201,1,201
64,ORD_00024,22:50:26,4,5,201,1,201
65,ORD_00025,11:00:04,21,8,30,1,30
66,ORD_00025,11:00:04,37,9,30,1,30
67,ORD_00026,20:25:04,26,3,40,0,40
68,ORD_00026,20:25:04,2,6,40,0,40
69,ORD_00026,20:25:04,37,6,40,0,40
70,ORD_00027,21:08:49,4,8,151,1,151
71,ORD_00027,21:08:49,11,1,151,1,151
72,ORD_00027,21:08:49,10,3,151,1,151
73,ORD_00027,21:08:49,12,8,151,1,151
74,ORD_00027,21:08:49,26,1,151,1,151
75,ORD_00027,21:08:49,36,1,151,1,151
76,ORD_00028,12:50:07,35,7,187,1,187
77,ORD_00028,12:50:07,8,3,187,1,187
78,ORD_00028,12:50:07,3,9,187,1,187
79,ORD_00028,12:50:07,36,6,187,1,187
80,ORD_00029,19:41:45,9,9,146,0,146
81,ORD_00030,12:18:45,19,8,265,0,265
82,ORD_00031,13:30:51,27,9,221,1,221
83,ORD_00031,13:30:51,25,1,221,1,221
84,ORD_00031,13:30:51,30,10,221,1,221
85,ORD_00033,12:26:50,27,8,148,0,148
86,ORD_00033,12:26:50,32,6,148,0,148
87,ORD_00033,12:26:50,14,4,148,0,148
88,ORD_00034,21:36:01,36,10,248,1,248
89,ORD_00034,21:36:01,14,6,248,1,248
90,ORD_00035,20:43:26,13,4,22,1,22
91,ORD_00036,22:17:09,29,6,24,0,24
92,ORD_00036,22:17:09,36,5,24,0,24
93,ORD_00036,22:17:09,29,4,24,0,24
94,ORD_00036,22:17:09,32,3,24,0,24
95,ORD_00037,22:44:07,8,6,114,1,114
96,ORD_00037,22:44:07,2,5,114,1,114
97,ORD_00038,18:40:24,14,7,65,1,65
98,ORD_00038,18:40:24,15,6,65,1,65
99,ORD_00039,13:14:26,22,9,249,0,249
100,ORD_00039,13:14:26,37,7,249,0,249
101,ORD_00039,13:14:26,31,3,249,0,249
102,ORD_00040,22:15:01,10,2,114,0,114
103,ORD_00040,22:15:01,8,9,114,0,114
104,ORD_00040,22:15:01,6,2,114,0,114
105,ORD_00041,13:26:39,28,6,53,1,53
106,ORD_00041,13:26:39,20,10,53,1,53
107,ORD_00042,22:39:53,2,5,259,1,259
108,ORD_00043,21:36:37,20,8,230,0,230
109,ORD_00043,21:36:37,9,2,230,0,230
110,ORD_00043,21:36:37,33,2,230,0,230
111,ORD_00043,21:36:37,3,2,230,0,230
112,ORD_00043,21:36:37,2,4,230,0,230
113,ORD_00043,21:36:37,8,4,230,0,230
114,ORD_00044,21:34:40,12,4,237,1,237
115,ORD_00044,21:34:40,13,4,237,1,237
116,ORD_00044,21:34:40,9,6,237,1,237
117,ORD_00044,21:34:40,9,4,237,1,237
118,ORD_00044,21:34:40,27,4,237,1,237
119,ORD_00046,11:42:47,36,9,83,0,83
120,ORD_00047,19:16:58,13,8,204,1,204
121,ORD_00047,19:16:58,32,8,204,1,204
122,ORD_00048,13:05:50,37,2,14,1,14
123,ORD_00048,13:05:50,28,4,14,1,14
124,ORD_00048,13:05:50,21,4,14,1,14
125,ORD_00048,13:05:50,23,7,14,1,14
126,ORD_00048,13:05:50,24,2,14,1,14
127,ORD_00049,10:39:24,29,9,225,0,225
128,ORD_00049,10:39:24,5,6,225,0,225
129,ORD_00049,10:39:24,2,7,225,0,225
130,ORD_00050,19:29:13,13,3,202,0,202
131,ORD_00051,21:06:32,15,4,80,1,80
132,ORD_00051,21:06:32,8,6,80,1,80
133,ORD_00052,12:21:48,30,6,276,1,276
134,ORD_00052,12:21:48,32,2,276,1,276
135,ORD_00053,11:14:42,15,2,180,0,180
136,ORD_00053,11:14:42,3,1,180,0,180
137,ORD_00053,11:14:42,2,7,180,0,180
138,ORD_00054,21:45:29,36,9,58,1,58
139,ORD_00054,21:45:29,31,1,58,1,58
140,ORD_00054,21:45:29,2,6,58,1,58
141,ORD_00056,13:43:45,31,5,6,0,6
142,ORD_00056,13:43:45,7,9,6,0,6
143,ORD_00056,13:43:45,29,6,6,0,6
144,ORD_00057,19:10:11,12,1,173,1,173
145,ORD_00058,13:32:06,20,4,292,1,292
146,ORD_00059,11:20:33,12,5,226,0,226
147,ORD_00059,11:20:33,34,5,226,0,226
148,ORD_00060,20:50:34,4,2,109,0,109
149,ORD_00060,20:50:34,34,3,109,0,109
150,ORD_00060,20:50:34,18,2,109,0,109
151,ORD_00060,20:50:34,22,8,109,0,109
152,ORD_00060,20:50:34,26,1,109,0,109
153,ORD_00062,12:10:34,32,1,102,1,102
154,ORD_00062,12:10:34,29,10,102,1,102
155,ORD_00063,19:26:36,17,3,223,0,223
156,ORD_00063,19:26:36,21,8,223,0,223
157,ORD_00063,19:26:36,30,1,223,0,223
158,ORD_00063,19:26:36,5,2,223,0,223
159,ORD_00064,18:44:30,25,9,121,1,121
160,ORD_00064,18:44:30,15,9,121,1,121
161,ORD_00064,18:44:30,7,7,121,1,121
162,ORD_00064,18:44:30,34,1,121,1,121
163,ORD_00064,18:44:30,20,4,121,1,121
164,ORD_00065,20:54:42,23,3,52,1,52
165,ORD_00065,20:54:42,33,6,52,1,52
166,ORD_00065,20:54:42,14,2,52,1,52
167,ORD_00065,20:54:42,24,7,52,1,52
168,ORD_00066,11:16:16,3,4,269,0,269
169,ORD_00066,11:16:16,1,5,269,0,269
170,ORD_00066,11:16:16,2,9,269,0,269
171,ORD_00066,11:16:16,36,10,269,0,269
172,ORD_00066,11:16:16,19,10,269,0,269
173,ORD_00066,11:16:16,4,7,269,0,269
174,ORD_00066,11:16:16,30,2,269,0,269
175,ORD_00067,12:40:49,6,6,269,1,269
176,ORD_00067,12:40:49,36,4,269,1,269
177,ORD_00068,18:32:49,33,4,269,1,269
178,ORD_00068,18:32:49,7,2,269,1,269
179,ORD_00068,18:32:49,18,7,269,1,269
180,ORD_00068,18:32:49,21,1,269,1,269
181,ORD_00068,18:32:49,16,8,269,1,269
182,ORD_00069,12:28:39,4,2,19,0,19
183,ORD_00069,12:28:39,8,2,19,0,19
184,ORD_00069,12:28:39,28,1,19,0,19
185,ORD_00070,22:18:19,27,6,42,0,42
186,ORD_00070,22:18:19,33,9,42,0,42
187,ORD_00070,22:18:19,7,7,42,0,42
188,ORD_00071,20:45:45,37,6,42,1,42
189,ORD_00071,20:45:45,9,7,42,1,42
190,ORD_00071,20:45:45,27,6,42,1,42
191,ORD_00072,20:41:16,1,4,269,1,269
192,ORD_00072,20:41:16,28,1,269,1,269
193,ORD_00073,19:47:51,30,4,269,0,269
194,ORD_00074,10:58:20,11,1,69,1,69
195,ORD_00074,10:58:20,24,1,69,1,69
196,ORD_00074,10:58:20,31,5,69,1,69
197,ORD_00075,22:01:09,34,7,69,1,69
198,ORD_00075,22:01:09,3,8,69,1,69
199,ORD_00075,22:01:09,8,10,69,1,69
200,ORD_00075,22:01:09,37,3,69,1,69
201,ORD_00076,12:01:12,12,4,69,0,69
202,ORD_00076,12:01:12,4,9,69,0,69
203,ORD_00076,12:01:12,7,10,69,0,69
204,ORD_00077,19:09:51,8,5,69,1,69
205,ORD_00077,19:09:51,36,3,69,1,69
206,ORD_00077,19:09:51,31,7,69,1,69
207,ORD_00078,18:53:37,17,8,69,1,69
208,ORD_00078,18:53:37,1,4,69,1,69
209,ORD_00078,18:53:37,11,9,69,1,69
210,ORD_00078,18:53:37,27,2,69,1,69
211,ORD_00080,12:45:40,17,9,69,0,69
212,ORD_00080,12:45:40,17,9,69,0,69
213,ORD_00080,12:45:40,34,2,69,0,69
214,ORD_00081,12:49:23,19,10,69,1,69
215,ORD_00081,12:49:23,32,3,69,1,69
216,ORD_00081,12:49:23,34,1,69,1,69
217,ORD_00081,12:49:23,31,2,69,1,69
218,ORD_00082,22:33:58,36,10,69,1,69
219,ORD_00082,22:33:58,23,7,69,1,69
220,ORD_00082,22:33:58,25,3,69,1,69
221,ORD_00085,12:46:05,36,5,69,1,69
222,ORD_00085,12:46:05,23,5,69,1,69
223,ORD_00085,12:46:05,21,1,69,1,69
224,ORD_00085,12:46:05,21,5,69,1,69
225,ORD_00085,12:46:05,3,3,69,1,69
226,ORD_00086,13:27:14,30,5,69,0,69
227,ORD_00086,13:27:14,16,4,69,0,69
228,ORD_00086,13:27:14,9,2,69,0,69
229,ORD_00087,21:16:30,30,3,69,1,69
230,ORD_00088,18:38:28,6,1,4,1,4
231,ORD_00088,18:38:28,16,8,4,1,4
232,ORD_00089,21:41:42,15,9,4,0,4
233,ORD_00089,21:41:42,19,7,4,0,4
234,ORD_00089,21:41:42,34,6,4,0,4
235,ORD_00091,22:01:19,33,7,4,1,4
236,ORD_00091,22:01:19,13,3,4,1,4
237,ORD_00091,22:01:19,29,6,4,1,4
238,ORD_00092,19:44:05,22,4,4,1,4
239,ORD_00092,19:44:05,22,10,4,1,4
240,ORD_00093,18:36:26,28,3,4,0,4
241,ORD_00093,18:36:26,26,4,4,0,4
242,ORD_00094,13:50:24,17,5,4,1,4
243,ORD_00094,13:50:24,22,9,4,1,4
244,ORD_00094,13:50:24,17,7,4,1,4
245,ORD_00094,13:50:24,3,8,4,1,4
246,ORD_00094,13:50:24,27,5,4,1,4
247,ORD_00094,13:50:24,7,1,4,1,4
248,ORD_00094,13:50:24,13,5,4,1,4
249,ORD_00095,19:04:31,16,3,4,1,4
250,ORD_00095,19:04:31,19,1,4,1,4
251,ORD_00096,22:26:14,6,3,4,0,4
252,ORD_00096,22:26:14,35,10,4,0,4
253,ORD_00097,18:55:48,26,4,4,1,4
254,ORD_00097,18:55:48,10,1,4,1,4
255,ORD_00097,18:55:48,17,2,4,1,4
256,ORD_00098,20:44:07,16,7,4,1,4
257,ORD_00098,20:44:07,1,2,4,1,4
258,ORD_00098,20:44:07,17,1,4,1,4
259,ORD_00099,19:06:57,29,3,4,0,4
260,ORD_00099,19:06:57,21,4,4,0,4
261,ORD_00099,19:06:57,10,7,4,0,4
262,ORD_00100,19:18:43,1,4,4,0,4
263,ORD_00100,19:18:43,1,7,4,0,4
264,ORD_00101,20:47:59,12,4,4,1,4
265,ORD_00101,20:47:59,2,10,4,1,4
266,ORD_00102,22:01:09,9,4,4,1,4
267,ORD_00103,13:11:03,23,4,7,0,7
268,ORD_00103,13:11:03,31,10,7,0,7
269,ORD_00103,13:11:03,10,3,7,0,7
270,ORD_00103,13:11:03,34,6,7,0,7
271,ORD_00104,19:33:58,21,6,7,1,7
272,ORD_00105,13:59:22,19,8,154,1,154
273,ORD_00106,20:27:22,34,4,149,0,149
274,ORD_00106,20:27:22,37,5,149,0,149
275,ORD_00107,22:12:52,17,2,149,1,149
276,ORD_00107,22:12:52,3,7,149,1,149
277,ORD_00107,22:12:52,5,3,149,1,149
278,ORD_00107,22:12:52,16,2,149,1,149
279,ORD_00107,22:12:52,14,2,149,1,149
280,ORD_00108,13:31:58,18,9,149,1,149
281,ORD_00108,13:31:58,22,4,149,1,149
282,ORD_00109,11:47:47,10,7,149,0,149
283,ORD_00109,11:47:47,28,6,149,0,149
284,ORD_00109,11:47:47,32,3,149,0,149
285,ORD_00111,18:49:59,19,1,149,1,149
286,ORD_00111,18:49:59,8,2,149,1,149
287,ORD_00112,21:31:14,4,9,149,1,149
288,ORD_00112,21:31:14,6,9,149,1,149
289,ORD_00113,11:44:24,13,3,149,0,149
290,ORD_00114,19:17:02,12,3,50,1,50
291,ORD_00115,18:38:36,35,2,50,1,50
292,ORD_00115,18:38:36,9,4,50,1,50
293,ORD_00115,18:38:36,19,4,50,1,50
294,ORD_00115,18:38:36,20,2,50,1,50
295,ORD_00115,18:38:36,35,4,50,1,50
296,ORD_00117,12:08:13,3,9,50,1,50
297,ORD_00117,12:08:13,9,3,50,1,50
298,ORD_00118,21:57:08,8,1,50,1,50
299,ORD_00119,11:21:02,28,6,241,0,241
300,ORD_00119,11:21:02,33,3,241,0,241
301,ORD_00119,11:21:02,9,6,241,0,241
302,ORD_00120,11:03:50,28,5,241,0,241
303,ORD_00120,11:03:50,34,10,241,0,241
304,ORD_00121,11:37:36,36,3,241,1,241
305,ORD_00121,11:37:36,9,2,241,1,241
306,ORD_00121,11:37:36,25,7,241,1,241
307,ORD_00122,21:09:22,12,10,241,1,241
308,ORD_00124,20:02:02,14,9,59,1,59
309,ORD_00125,13:49:34,6,5,47,1,47
310,ORD_00125,13:49:34,2,4,47,1,47
311,ORD_00125,13:49:34,21,3,47,1,47
312,ORD_00126,20:30:51,31,8,47,0,47
313,ORD_00126,20:30:51,25,7,47,0,47
314,ORD_00126,20:30:51,3,10,47,0,47
315,ORD_00126,20:30:51,34,3,47,0,47
316,ORD_00127,11:36:49,33,10,47,1,47
317,ORD_00127,11:36:49,20,8,47,1,47
318,ORD_00127,11:36:49,18,7,47,1,47
319,ORD_00127,11:36:49,1,10,47,1,47
320,ORD_00127,11:36:49,6,3,47,1,47
321,ORD_00128,13:37:32,26,5,47,1,47
322,ORD_00129,12:56:25,36,2,279,0,279
323,ORD_00129,12:56:25,2,3,279,0,279
324,ORD_00129,12:56:25,34,1,279,0,279
325,ORD_00130,10:52:29,5,6,279,0,279
326,ORD_00130,10:52:29,20,7,279,0,279
327,ORD_00131,13:05:40,14,10,279,1,279
328,ORD_00131,13:05:40,26,9,279,1,279
329,ORD_00131,13:05:40,28,7,279,1,279
330,ORD_00131,13:05:40,9,1,279,1,279
331,ORD_00131,13:05:40,30,4,279,1,279
332,ORD_00132,18:38:35,20,9,279,1,279
333,ORD_00133,20:30:11,25,1,190,0,190
334,ORD_00133,20:30:11,12,1,190,0,190
335,ORD_00133,20:30:11,22,2,190,0,190
336,ORD_00134,20:47:35,7,10,190,1,190
337,ORD_00134,20:47:35,15,6,190,1,190
338,ORD_00134,20:47:35,32,1,190,1,190
339,ORD_00135,20:40:40,15,5,190,1,190
340,ORD_00135,20:40:40,19,2,190,1,190
341,ORD_00135,20:40:40,5,5,190,1,190
342,ORD_00136,12:27:33,6,9,190,0,190
343,ORD_00136,12:27:33,19,2,190,0,190
344,ORD_00137,19:27:44,14,3,190,1,190
345,ORD_00137,19:27:44,10,2,190,1,190
346,ORD_00137,19:27:44,27,7,190,1,190
347,ORD_00138,12:03:33,16,4,190,1,190
348,ORD_00138,12:03:33,36,10,190,1,190
349,ORD_00138,12:03:33,23,4,190,1,190
350,ORD_00139,20:03:14,35,5,190,0,190
351,ORD_00139,20:03:14,33,1,190,0,190
352,ORD_00139,20:03:14,33,7,190,0,190
353,ORD_00140,21:28:07,24,4,190,0,190
354,ORD_00140,21:28:07,31,7,190,0,190
355,ORD_00140,21:28:07,33,7,190,0,190
356,ORD_00141,20:47:04,2,5,190,1,190
357,ORD_00142,22:29:13,35,6,90,1,90
358,ORD_00142,22:29:13,2,1,90,1,90
359,ORD_00143,18:43:51,35,2,90,0,90
360,ORD_00144,11:09:17,7,4,199,1,199
361,ORD_00144,11:09:17,18,7,199,1,199
362,ORD_00145,13:54:59,35,4,199,1,199
363,ORD_00146,18:57:22,32,2,154,0,154
364,ORD_00146,18:57:22,35,5,154,0,154
365,ORD_00146,18:57:22,25,2,154,0,154
366,ORD_00147,12:23:36,27,8,154,1,154
367,ORD_00148,19:25:50,20,4,221,1,221
368,ORD_00148,19:25:50,36,9,221,1,221
369,ORD_00148,19:25:50,28,2,221,1,221
370,ORD_00148,19:25:50,27,2,221,1,221
371,ORD_00148,19:25:50,34,7,221,1,221
372,ORD_00149,11:21:08,33,2,221,0,221
373,ORD_00150,11:33:14,26,7,86,0,86
374,ORD_00150,11:33:14,37,7,86,0,86
375,ORD_00151,20:41:29,7,5,86,1,86
376,ORD_00151,20:41:29,34,2,86,1,86
377,ORD_00151,20:41:29,15,8,86,1,86
378,ORD_00151,20:41:29,13,2,86,1,86
379,ORD_00153,21:23:45,10,9,86,0,86
380,ORD_00153,21:23:45,2,1,86,0,86
381,ORD_00153,21:23:45,8,3,86,0,86
382,ORD_00154,13:30:52,29,9,86,1,86
383,ORD_00154,13:30:52,10,6,86,1,86
384,ORD_00154,13:30:52,23,2,86,1,86
385,ORD_00154,13:30:52,16,4,86,1,86
386,ORD_00155,10:54:16,26,9,86,1,86
387,ORD_00155,10:54:16,29,6,86,1,86
388,ORD_00155,10:54:16,8,1,86,1,86
389,ORD_00156,11:24:49,3,4,86,0,86
390,ORD_00156,11:24:49,13,4,86,0,86
391,ORD_00156,11:24:49,1,6,86,0,86
392,ORD_00156,11:24:49,2,6,86,0,86
393,ORD_00157,11:09:49,8,9,86,1,86
394,ORD_00158,21:57:32,14,5,273,1,273
395,ORD_00158,21:57:32,18,7,273,1,273
396,ORD_00158,21:57:32,17,6,273,1,273
397,ORD_00159,21:25:42,34,7,273,0,273
398,ORD_00159,21:25:42,33,10,273,0,273
399,ORD_00159,21:25:42,4,4,273,0,273
400,ORD_00159,21:25:42,16,10,273,0,273
401,ORD_00161,21:42:22,29,10,273,1,273
402,ORD_00162,11:40:21,11,1,29,1,29
403,ORD_00162,11:40:21,13,5,29,1,29
404,ORD_00162,11:40:21,9,10,29,1,29
405,ORD_00162,11:40:21,4,5,29,1,29
406,ORD_00163,12:32:30,35,6,29,0,29
407,ORD_00163,12:32:30,19,3,29,0,29
408,ORD_00164,11:20:08,16,2,29,1,29
409,ORD_00165,22:24:54,9,8,5,1,5
410,ORD_00165,22:24:54,19,6,5,1,5
411,ORD_00166,11:30:58,36,1,5,0,5
412,ORD_00166,11:30:58,34,5,5,0,5
413,ORD_00169,10:45:57,1,10,5,0,5
414,ORD_00169,10:45:57,2,3,5,0,5
415,ORD_00169,10:45:57,32,5,5,0,5
416,ORD_00170,13:25:51,30,6,5,0,5
417,ORD_00170,13:25:51,37,4,5,0,5
418,ORD_00170,13:25:51,21,3,5,0,5
419,ORD_00170,13:25:51,10,8,5,0,5
420,ORD_00170,13:25:51,9,3,5,0,5
421,ORD_00170,13:25:51,17,4,5,0,5
422,ORD_00171,11:47:12,23,2,5,1,5
423,ORD_00171,11:47:12,9,1,5,1,5
424,ORD_00171,11:47:12,18,8,5,1,5
425,ORD_00171,11:47:12,26,2,5,1,5
426,ORD_00172,13:34:03,7,3,5,1,5
427,ORD_00172,13:34:03,10,2,5,1,5
428,ORD_00173,22:15:12,2,10,5,0,5
429,ORD_00174,20:20:02,17,1,236,1,236
430,ORD_00175,11:40:30,3,5,257,1,257
431,ORD_00175,11:40:30,16,1,257,1,257
432,ORD_00176,11:33:14,3,6,257,0,257
433,ORD_00176,11:33:14,21,4,257,0,257
434,ORD_00176,11:33:14,25,3,257,0,257
435,ORD_00176,11:33:14,7,10,257,0,257
436,ORD_00177,20:04:40,19,9,257,1,257
437,ORD_00177,20:04:40,5,9,257,1,257
438,ORD_00177,20:04:40,2,4,257,1,257
439,ORD_00177,20:04:40,20,5,257,1,257
440,ORD_00177,20:04:40,14,5,257,1,257
441,ORD_00178,10:34:28,33,8,257,1,257
442,ORD_00178,10:34:28,6,7,257,1,257
443,ORD_00179,22:39:20,4,9,257,0,257
444,ORD_00179,22:39:20,13,4,257,0,257
445,ORD_00180,11:27:25,31,9,257,0,257
446,ORD_00180,11:27:25,32,1,257,0,257
447,ORD_00180,11:27:25,29,1,257,0,257
448,ORD_00181,12:51:23,10,4,257,1,257
449,ORD_00181,12:51:23,15,8,257,1,257
450,ORD_00181,12:51:23,30,7,257,1,257
451,ORD_00181,12:51:23,28,2,257,1,257
452,ORD_00182,19:43:53,32,9,257,1,257
453,ORD_00182,19:43:53,31,7,257,1,257
454,ORD_00182,19:43:53,22,2,257,1,257
455,ORD_00183,13:33:42,37,10,257,0,257
456,ORD_00183,13:33:42,29,7,257,0,257
457,ORD_00183,13:33:42,30,8,257,0,257
458,ORD_00183,13:33:42,19,3,257,0,257
459,ORD_00184,11:30:13,14,6,257,1,257
460,ORD_00184,11:30:13,4,5,257,1,257
461,ORD_00185,12:09:09,15,6,257,1,257
462,ORD_00185,12:09:09,27,3,257,1,257
463,ORD_00185,12:09:09,2,9,257,1,257
464,ORD_00185,12:09:09,24,1,257,1,257
465,ORD_00186,21:19:05,18,5,257,0,257
466,ORD_00186,21:19:05,33,5,257,0,257
467,ORD_00187,21:57:39,26,1,257,1,257
468,ORD_00187,21:57:39,17,4,257,1,257
469,ORD_00187,21:57:39,37,6,257,1,257
470,ORD_00187,21:57:39,10,1,257,1,257
471,ORD_00188,20:46:07,28,4,257,1,257
472,ORD_00188,20:46:07,19,2,257,1,257
473,ORD_00189,19:11:34,36,7,257,0,257
474,ORD_00189,19:11:34,11,9,257,0,257
475,ORD_00189,19:11:34,20,3,257,0,257
476,ORD_00190,20:18:12,2,7,257,0,257
477,ORD_00190,20:18:12,23,7,257,0,257
478,ORD_00191,20:39:27,17,8,257,1,257
479,ORD_00193,19:18:32,34,8,123,0,123
480,ORD_00193,19:18:32,28,6,123,0,123
481,ORD_00193,19:18:32,32,4,123,0,123
482,ORD_00193,19:18:32,12,7,123,0,123
483,ORD_00196,11:31:13,3,8,123,0,123
484,ORD_00197,22:37:13,36,9,238,1,238
485,ORD_00197,22:37:13,29,3,238,1,238
486,ORD_00198,11:17:01,6,10,238,1,238
487,ORD_00198,11:17:01,19,10,238,1,238
488,ORD_00199,11:11:25,26,4,238,0,238
489,ORD_00199,11:11:25,23,6,238,0,238
490,ORD_00199,11:11:25,29,7,238,0,238
491,ORD_00199,11:11:25,34,5,238,0,238
492,ORD_00200,13:21:02,13,5,238,0,238
493,ORD_00201,10:51:30,18,9,59,1,59
494,ORD_00201,10:51:30,4,3,59,1,59
495,ORD_00202,20:11:09,34,2,59,1,59
496,ORD_00203,20:49:41,31,2,133,0,133
497,ORD_00204,13:28:19,29,5,16,1,16
498,ORD_00204,13:28:19,36,6,16,1,16
499,ORD_00205,19:59:55,31,4,16,1,16
500,ORD_00207,18:50:06,28,6,94,1,94
501,ORD_00208,13:41:34,16,7,192,1,192
502,ORD_00208,13:41:34,1,7,192,1,192
503,ORD_00209,21:04:22,25,4,192,0,192
504,ORD_00209,21:04:22,31,7,192,0,192
505,ORD_00210,22:52:00,15,9,192,0,192
506,ORD_00210,22:52:00,22,3,192,0,192
507,ORD_00210,22:52:00,8,3,192,0,192
508,ORD_00211,19:21:23,13,8,192,1,192
509,ORD_00212,11:31:04,13,3,279,1,279
510,ORD_00212,11:31:04,4,7,279,1,279
511,ORD_00212,11:31:04,37,4,279,1,279
512,ORD_00214,13:13:54,27,6,279,1,279
513,ORD_00214,13:13:54,11,9,279,1,279
514,ORD_00214,13:13:54,1,3,279,1,279
515,ORD_00215,11:10:43,33,3,279,1,279
516,ORD_00215,11:10:43,13,1,279,1,279
517,ORD_00216,21:07:02,17,3,279,0,279
518,ORD_00217,21:58:58,30,4,231,1,231
519,ORD_00217,21:58:58,22,10,231,1,231
520,ORD_00217,21:58:58,27,3,231,1,231
521,ORD_00217,21:58:58,25,10,231,1,231
522,ORD_00217,21:58:58,24,7,231,1,231
523,ORD_00218,11:30:34,24,9,231,1,231
524,ORD_00218,11:30:34,30,9,231,1,231
525,ORD_00219,11:36:34,27,4,231,0,231
526,ORD_00219,11:36:34,23,7,231,0,231
527,ORD_00220,20:51:47,13,2,231,0,231
528,ORD_00220,20:51:47,30,8,231,0,231
529,ORD_00220,20:51:47,3,2,231,0,231
530,ORD_00220,20:51:47,21,5,231,0,231
531,ORD_00221,21:17:45,4,3,231,1,231
532,ORD_00221,21:17:45,13,7,231,1,231
533,ORD_00221,21:17:45,3,4,231,1,231
534,ORD_00221,21:17:45,9,1,231,1,231
535,ORD_00221,21:17:45,37,4,231,1,231
536,ORD_00221,21:17:45,9,5,231,1,231
537,ORD_00221,21:17:45,10,6,231,1,231
538,ORD_00222,11:30:25,21,1,231,1,231
539,ORD_00223,19:11:59,22,2,183,0,183
540,ORD_00223,19:11:59,8,1,183,0,183
541,ORD_00224,20:25:38,28,10,183,1,183
542,ORD_00224,20:25:38,31,3,183,1,183
543,ORD_00224,20:25:38,21,7,183,1,183
544,ORD_00225,20:43:59,5,8,183,1,183
545,ORD_00225,20:43:59,32,1,183,1,183
546,ORD_00227,13:53:30,25,8,183,1,183
547,ORD_00227,13:53:30,33,7,183,1,183
548,ORD_00228,20:30:14,2,9,183,1,183
549,ORD_00228,20:30:14,15,3,183,1,183
550,ORD_00229,21:23:03,26,4,183,0,183
551,ORD_00229,21:23:03,26,7,183,0,183
552,ORD_00230,20:14:45,23,5,183,0,183
553,ORD_00230,20:14:45,24,7,183,0,183
554,ORD_00232,18:42:47,18,1,183,1,183
555,ORD_00232,18:42:47,13,5,183,1,183
556,ORD_00232,18:42:47,35,3,183,1,183
